Identificador,FK_Evaluacion_Evaluacion,FK_Alumnos_Apellidos_Nombre,FK_Modulos_Nombre,FK_Notas_Nota,Nota Real
38003,3,2081,277,9,8
38004,3,1867,277,10,9
38005,3,1968,277,10,9
38006,3,2073,277,7,6
38007,3,1815,277,10,9
38009,3,1481,197,9,8
38010,3,1729,277,10,9
38011,3,1879,197,8,7
38012,3,2045,277,8,7
38013,3,1818,277,10,9
38014,3,1869,277,9,8
38015,3,1868,277,9,8
38016,3,1836,257,13,12
38017,3,1827,257,13,12
38018,3,2072,257,11,10
38019,3,1850,257,8,7
38020,3,1845,257,6,5
38022,3,1814,257,10,9
38024,3,1848,257,9,8
38026,3,1853,276,10,9
38028,3,1875,197,11,10
38029,3,2070,257,10,9
38031,3,2072,255,11,10
38033,3,1818,276,9,8
38035,3,2357,257,10,9
38036,3,1844,257,9,8
38037,3,2077,257,8,7
38039,3,1862,257,8,7
38040,3,1702,197,10,9
38042,3,2075,257,13,12
38044,3,1855,257,7,6
38046,3,1837,257,9,8
38048,3,1820,257,9,8
38049,3,1824,257,8,7
38051,3,1727,257,6,5
38052,3,1881,197,10,9
38053,3,1847,257,9,8
38055,3,1898,257,13,12
38057,3,1704,257,10,9
38059,3,1413,257,8,7
38060,3,1883,197,9,8
38062,3,1897,276,10,9
38064,3,1843,257,8,7
38066,3,1822,257,11,10
38068,3,1884,197,10,9
38070,3,1886,197,11,10
38072,3,2169,197,10,9
38074,3,1889,197,9,8
38075,3,1890,197,8,7
38076,3,1827,255,11,10
38078,3,1797,197,7,6
38079,3,1858,197,7,6
38080,3,1944,197,9,8
38081,3,2167,197,10,9
38082,3,2109,197,8,7
38083,3,1855,253,6,5
38084,3,1893,197,11,10
38085,3,1951,197,7,6
38086,3,1820,253,8,7
38087,3,2357,253,11,10
38088,3,1704,253,9,8
38089,3,1862,253,6,5
38090,3,1822,253,10,9
38091,3,1337,253,9,8
38092,3,2070,253,11,10
38093,3,1824,253,8,7
38094,3,2032,82,9,8
38095,3,1902,82,9,8
38096,3,1898,253,10,9
38097,3,1814,253,10,9
38099,3,1827,253,8,7
38100,3,1849,253,8,7
38101,3,2075,253,9,8
38102,3,2077,253,8,7
38103,3,1850,253,8,7
38104,3,1413,253,6,5
38105,3,1843,253,8,7
38106,3,1837,253,9,8
38107,3,1727,253,8,7
38108,3,1840,253,8,7
38109,3,1844,253,8,7
38110,3,1845,253,6,5
38111,3,2072,253,8,7
38112,3,2061,253,8,7
38113,3,1847,253,8,7
38114,3,1848,253,9,8
38115,3,1814,255,11,10
38116,3,1850,255,8,7
38117,3,2061,255,10,9
38118,3,2007,374,10,9
38119,3,1876,374,10,9
38120,3,2043,374,10,9
38121,3,1803,374,10,9
38122,3,1991,374,10,9
38123,3,2036,374,8,7
38124,3,2057,374,9,8
38128,3,1481,192,9,8
38130,3,1952,192,8,7
38131,3,1879,192,8,7
38132,3,1875,192,9,8
38133,3,2123,192,9,8
38134,3,1702,192,8,7
38135,3,1881,192,10,9
38136,3,1883,192,10,9
38137,3,1884,192,7,6
38138,3,1885,192,8,7
38139,3,1886,192,11,10
38140,3,2169,192,8,7
38141,3,1888,192,6,5
38142,3,1889,192,10,9
38143,3,1890,192,10,9
38144,3,1891,192,7,6
38145,3,1895,192,6,5
38146,3,1951,192,9,8
38147,3,1797,192,8,7
38148,3,1858,192,8,7
38149,3,1892,192,6,5
38150,3,1865,192,8,7
38151,3,1944,192,8,7
38152,3,2167,192,9,8
38153,3,2109,192,8,7
38154,3,2000,192,4,3
38155,3,1953,192,8,7
38156,3,1893,192,9,8
38157,3,1358,192,8,7
38158,3,1894,192,8,7
38159,3,2082,192,7,6
38160,3,2353,25,8,7
38161,3,2243,25,7,6
38162,3,2132,25,10,9
38163,3,1997,25,8,7
38164,3,1825,25,9,8
38165,3,2068,25,10,9
38166,3,2042,25,10,9
38167,3,2026,25,11,10
38168,3,2374,25,8,7
38169,3,2352,25,11,10
38170,3,1981,25,11,10
38171,3,2133,25,10,9
38172,3,2015,25,9,8
38173,3,2191,25,12,11
38174,3,2074,25,9,8
38175,3,2062,25,8,7
38176,3,2076,25,10,9
38177,3,1957,25,10,9
38178,3,2365,25,12,11
38179,3,2060,25,10,9
38180,3,2051,25,7,6
38181,3,2106,25,10,9
38182,3,2050,25,9,8
38183,3,2105,25,9,8
38184,3,2260,25,9,8
38185,3,2668,25,10,9
38186,3,2088,25,7,6
38187,3,2639,25,8,7
38188,3,1960,8,9,8
38189,3,1999,8,9,8
38190,3,1760,8,9,8
38191,3,1772,8,8,7
38192,3,1770,8,9,8
38193,3,1771,8,10,9
38194,3,1871,8,8,7
38195,3,1904,8,7,6
38196,3,1773,8,12,11
38197,3,1758,8,10,9
38198,3,1757,8,4,3
38199,3,1763,8,8,7
38200,3,1945,8,8,7
38201,3,2009,8,9,8
38202,3,1767,8,9,8
38203,3,1755,8,9,8
38204,3,1939,8,7,6
38205,3,1756,8,8,7
38207,3,1927,8,11,10
38209,3,1965,8,4,3
38210,3,1941,25,11,10
38211,3,2384,8,8,7
38212,3,1899,8,10,9
38213,3,1762,8,12,11
38214,3,2025,8,6,5
38215,3,1948,8,11,10
38216,3,1958,8,9,8
38217,3,1929,8,7,6
38218,3,1788,119,8,7
38219,3,1802,157,10,9
38220,3,2043,157,10,9
38221,3,2039,157,11,10
38222,3,2008,157,9,8
38223,3,2041,157,7,6
38224,3,1903,157,10,9
38225,3,1856,157,9,8
38226,3,2034,157,9,8
38227,3,2057,157,9,8
38228,3,2007,157,10,9
38229,3,1991,157,10,9
38230,3,1803,157,11,10
38231,3,2028,157,8,7
38232,3,2024,175,14,13
38233,3,1876,157,10,9
38234,3,1940,157,10,9
38235,3,2036,157,11,10
38236,3,1801,157,7,6
38237,3,1993,157,12,11
38238,3,2103,157,11,10
38239,3,1995,157,9,8
38240,3,1802,159,10,9
38241,3,2053,81,9,8
38242,3,2043,159,10,9
38243,3,2039,159,11,10
38244,3,2008,159,9,8
38245,3,1930,81,9,8
38246,3,2041,159,7,6
38247,3,1903,159,10,9
38248,3,2032,81,8,7
38249,3,1856,159,9,8
38250,3,2034,159,9,8
38251,3,1962,81,10,9
38252,3,2057,159,9,8
38254,3,2007,159,9,8
38256,3,1744,81,9,8
38259,3,1991,159,9,8
38260,3,1754,81,7,6
38262,3,1803,159,11,10
38263,3,2024,174,14,13
38264,3,1857,81,9,8
38265,3,2028,159,8,7
38267,3,2111,81,10,9
38269,3,1876,159,9,8
38270,3,2004,81,10,9
38272,3,1940,159,10,9
38274,3,2036,159,11,10
38275,3,1704,254,9,8
38277,3,1801,159,8,7
38279,3,2033,81,8,7
38280,3,1993,159,13,12
38283,3,2103,159,10,9
38285,3,1692,81,9,8
38286,3,1995,159,9,8
38288,3,1752,81,8,7
38294,3,1902,81,9,8
38298,3,1739,81,10,9
38300,3,1866,81,7,6
38301,3,1750,81,9,8
38302,3,1840,257,10,9
38303,3,2357,254,10,9
38304,3,1862,254,4,3
38305,3,1746,81,5,4
38306,3,1741,81,8,7
38307,3,1822,254,10,9
38308,3,2070,254,11,10
38309,3,1823,257,9,8
38310,3,1753,81,8,7
38311,3,1824,254,7,6
38312,3,2115,81,9,8
38313,3,1823,254,9,8
38314,3,1872,81,9,8
38315,3,1896,277,14,13
38316,3,1827,254,9,8
38317,3,1765,81,8,7
38318,3,1836,254,11,10
38319,3,1855,254,7,6
38320,3,2374,356,7,6
38321,3,2260,356,9,8
38322,3,1727,254,8,7
38323,3,2062,356,7,6
38324,3,2365,356,5,4
38325,3,1840,254,8,7
38326,3,2106,356,9,8
38327,3,1850,254,7,6
38328,3,2639,356,6,5
38329,3,1413,254,5,4
38330,3,1775,118,10,9
38331,3,2105,356,8,7
38332,3,1825,356,10,9
38333,3,1843,254,7,6
38334,3,2042,356,7,6
38335,3,1777,118,8,7
38336,3,1844,254,8,7
38337,3,2083,118,8,7
38338,3,2060,356,8,7
38339,3,2255,118,10,9
38340,3,1997,356,7,6
38341,3,1909,118,10,9
38342,3,2076,356,8,7
38343,3,1845,254,8,7
38344,3,2072,254,8,7
38345,3,1956,118,9,8
38346,3,2353,356,6,5
38347,3,1774,118,9,8
38348,3,2061,254,5,4
38349,3,2026,356,9,8
38350,3,1847,254,9,8
38351,3,2074,356,7,6
38352,3,1848,254,9,8
38353,3,2132,356,8,7
38354,3,2052,118,9,8
38355,3,2050,356,8,7
38356,3,2084,118,5,4
38357,3,2015,356,7,6
38358,3,2068,356,8,7
38359,3,2668,356,7,6
38360,3,1819,274,7,6
38361,3,2191,356,7,6
38362,3,1923,274,7,6
38363,3,2243,356,7,6
38364,3,1868,274,6,5
38365,3,2045,274,8,7
38366,3,2081,274,10,9
38367,3,2133,356,9,8
38368,3,1815,274,7,6
38369,3,1981,356,8,7
38370,3,2051,356,8,7
38371,3,2680,274,8,7
38372,3,2088,356,7,6
38373,3,1869,274,8,7
38374,3,1957,356,8,7
38375,3,2352,356,7,6
38376,3,1989,274,6,5
38377,3,2354,356,6,5
38378,3,1852,274,11,10
38379,3,1729,274,10,9
38380,3,1897,274,9,8
38381,3,2130,274,9,8
38382,3,1853,274,11,10
38383,3,1818,274,9,8
38384,3,1841,274,10,9
38385,3,2092,274,7,6
38386,3,1854,274,9,8
38387,3,1870,274,8,7
38388,3,2054,274,9,8
38389,3,2047,274,8,7
38390,3,1867,274,8,7
38391,3,1968,274,9,8
38392,3,2009,9,7,6
38393,3,1999,9,8,7
38394,3,1927,9,9,8
38395,3,1904,9,7,6
38396,3,1945,9,7,6
38397,3,1770,9,7,6
38398,3,1757,9,3,2
38399,3,1760,9,6,5
38400,3,1756,9,7,6
38401,3,2384,9,6,5
38402,3,2025,9,7,6
38403,3,1948,9,9,8
38404,3,1772,9,7,6
38405,3,1767,9,7,6
38406,3,1763,9,6,5
38407,3,1929,9,7,6
38408,3,1941,26,9,8
38409,3,1960,9,6,5
38410,3,1758,9,8,7
38411,3,1871,9,7,6
38412,3,1773,9,6,5
38413,3,1755,9,7,6
38414,3,1939,9,8,7
38415,3,1771,9,9,8
38416,3,1965,9,3,2
38417,3,1899,9,8,7
38418,3,2190,9,14,13
38419,3,1958,9,8,7
38420,3,1762,9,7,6
38421,3,2374,26,8,7
38422,3,2260,26,8,7
38423,3,2076,26,8,7
38425,3,2106,26,9,8
38426,3,2639,26,6,5
38427,3,2105,26,8,7
38428,3,1825,26,8,7
38429,3,2042,26,7,6
38430,3,2060,26,7,6
38431,3,1997,26,6,5
38432,3,2062,26,6,5
38433,3,2353,26,6,5
38434,3,2026,26,9,8
38435,3,2074,26,8,7
38436,3,2132,26,8,7
38437,3,2050,26,7,6
38438,3,2015,26,7,6
38439,3,2068,26,8,7
38440,3,2191,26,7,6
38441,3,2243,26,8,7
38442,3,2133,26,8,7
38443,3,1981,26,8,7
38444,3,2051,26,7,6
38445,3,2088,26,8,7
38446,3,1957,26,7,6
38447,3,2352,26,7,6
38448,3,2668,26,8,7
38449,3,2354,26,2,1
38450,3,2053,77,9,8
38451,3,1930,77,9,8
38453,3,2032,77,9,8
38454,3,1962,77,8,7
38455,3,1744,77,7,6
38456,3,1754,77,7,6
38457,3,1857,77,8,7
38458,3,2111,77,9,8
38459,3,2004,77,8,7
38460,3,2033,77,9,8
38462,3,1949,77,6,5
38463,3,1692,77,8,7
38464,3,1766,77,6,5
38465,3,1752,77,9,8
38466,3,1698,77,9,8
38467,3,1964,77,6,5
38468,3,1747,77,8,7
38469,3,1902,77,8,7
38470,3,1739,77,10,9
38471,3,1866,77,8,7
38472,3,1750,77,8,7
38473,3,1748,77,7,6
38474,3,1746,77,6,5
38475,3,1741,77,5,4
38476,3,1753,77,7,6
38477,3,2115,77,9,8
38478,3,1872,77,8,7
38479,3,1765,77,9,8
38480,3,1745,77,6,5
38481,3,1751,77,6,5
38482,3,2009,357,7,6
38483,3,1844,259,9,8
38484,3,1823,259,9,8
38485,3,2008,374,8,7
38486,3,1802,374,10,9
38487,3,2103,374,9,8
38488,3,1903,374,11,10
38489,3,1940,374,11,10
38490,3,2028,374,8,7
38491,3,2039,374,9,8
38492,3,2024,177,7,6
38493,3,2123,197,9,8
38494,3,1848,255,11,10
38495,3,1845,255,10,9
38496,3,2070,255,11,10
38497,3,2045,278,10,9
38498,3,1815,278,10,9
38499,3,1848,258,10,9
38500,3,2374,22,6,5
38501,3,2260,22,11,10
38502,3,2062,22,8,7
38503,3,2365,22,2,1
38504,3,2106,22,11,10
38505,3,2105,22,9,8
38506,3,1825,22,10,9
38507,3,2042,22,8,7
38508,3,2060,22,8,7
38509,3,1997,22,8,7
38510,3,2353,22,8,7
38511,3,2026,22,11,10
38512,3,2074,22,6,5
38513,3,2132,22,8,7
38514,3,2050,22,10,9
38515,3,2015,22,9,8
38516,3,2191,22,7,6
38518,3,2243,22,8,7
38519,3,2133,22,10,9
38520,3,1981,22,10,9
38521,3,2088,22,10,9
38522,3,1957,22,10,9
38523,3,2352,22,8,7
38524,3,2639,22,6,5
38525,3,2068,22,10,9
38526,3,1850,259,8,7
38527,3,2061,257,9,8
38528,3,1337,257,10,9
38529,3,1849,257,8,7
38530,3,1337,254,7,6
38532,3,1698,82,9,8
38533,3,2053,82,9,8
38534,3,1857,82,10,9
38535,3,1750,82,8,7
38536,3,1866,82,9,8
38537,3,1747,82,7,6
38538,3,1748,82,3,2
38539,3,1964,82,7,6
38540,3,2115,82,8,7
38541,3,1765,82,8,7
38542,3,1753,82,9,8
38543,3,1692,82,8,7
38544,3,1741,82,6,5
38546,3,1820,254,8,7
38547,3,1752,82,9,8
38548,3,2737,82,8,7
38549,3,1823,253,8,7
38550,3,1745,82,5,4
38551,3,1746,82,9,8
38552,3,1930,82,8,7
38553,3,2111,82,11,10
38554,3,2004,82,11,10
38555,3,1751,82,8,7
38556,3,1962,82,9,8
38557,3,1949,82,8,7
38558,3,1872,82,9,8
38559,3,1744,82,7,6
38560,3,1766,82,7,6
38561,3,1739,82,10,9
38562,3,1754,82,9,8
38563,3,2033,82,10,9
38565,3,1868,275,7,6
38566,3,2045,275,7,6
38567,3,1896,275,11,10
38568,3,2081,275,11,10
38569,3,1815,275,8,7
38570,3,1968,275,11,10
38571,3,2680,275,9,8
38572,3,1869,275,6,5
38573,3,1989,275,9,8
38574,3,1852,275,11,10
38575,3,1729,275,11,10
38576,3,1897,275,11,10
38577,3,2130,275,11,10
38578,3,1853,275,11,10
38579,3,1818,275,10,9
38580,3,1841,275,11,10
38581,3,2092,275,8,7
38582,3,1854,275,7,6
38583,3,1870,275,6,5
38584,3,2073,275,11,10
38585,3,2054,275,10,9
38586,3,2047,275,11,10
38587,3,1867,275,11,10
38588,3,1819,275,9,8
38589,3,2116,118,9,8
38590,3,1698,81,8,7
38591,3,1766,81,5,4
38592,3,1964,81,6,5
38593,3,1748,81,6,5
38594,3,1751,81,6,5
38595,3,1747,81,9,8
38596,3,1949,81,7,6
38597,3,1745,81,7,6
38598,3,2077,254,6,5
38599,3,1814,254,8,7
38600,3,1837,254,10,9
38601,3,1896,274,7,6
38602,3,2073,274,10,9
38603,3,1849,254,7,6
38604,3,1898,254,13,12
38605,3,2075,254,13,12
38606,3,2009,6,8,7
38607,3,1999,6,11,10
38608,3,1927,6,10,9
38609,3,1904,6,10,9
38610,3,1945,6,9,8
38611,3,1770,6,9,8
38612,3,1757,6,14,13
38613,3,1760,6,8,7
38614,3,1756,6,9,8
38615,3,2025,6,9,8
38616,3,1948,6,11,10
38617,3,1772,6,9,8
38618,3,1767,6,10,9
38619,3,1763,6,10,9
38620,3,1221,6,8,7
38621,3,1941,23,11,10
38622,3,1960,6,8,7
38623,3,1758,6,10,9
38624,3,1871,6,10,9
38625,3,1773,6,9,8
38626,3,1755,6,9,8
38627,3,1939,6,11,10
38628,3,1771,6,11,10
38629,3,1965,6,2,1
38630,3,1899,6,10,9
38631,3,2190,6,14,13
38632,3,1958,6,10,9
38633,3,1762,6,10,9
38634,3,2384,6,9,8
38635,3,1929,6,8,7
38636,3,1997,24,8,7
38637,3,2353,24,8,7
38638,3,2243,24,8,7
38639,3,2132,24,8,7
38640,3,1825,24,10,9
38641,3,2068,24,10,9
38642,3,2042,24,7,6
38643,3,2026,24,10,9
38644,3,2374,24,14,13
38645,3,2352,24,9,8
38646,3,2009,5,9,8
38647,3,1981,24,10,9
38648,3,1999,5,10,9
38649,3,1927,5,10,9
38650,3,2133,24,10,9
38651,3,1904,5,8,7
38652,3,2015,24,8,7
38653,3,2191,24,9,8
38654,3,2074,24,7,6
38655,3,2062,24,6,5
38656,3,1770,5,8,7
38657,3,2076,24,10,9
38658,3,1757,5,5,4
38659,3,1957,24,8,7
38660,3,2365,24,12,11
38661,3,1760,5,6,5
38662,3,2060,24,7,6
38663,3,1756,5,9,8
38664,3,2051,24,12,11
38665,3,2384,5,7,6
38666,3,2106,24,11,10
38667,3,2025,5,7,6
38668,3,2050,24,9,8
38669,3,1948,5,11,10
38670,3,2105,24,9,8
38671,3,1772,5,9,8
38672,3,2260,24,11,10
38673,3,1767,5,9,8
38674,3,1763,5,10,9
38675,3,2668,24,8,7
38676,3,2088,24,10,9
38677,3,1929,5,8,7
38678,3,2639,24,5,4
38679,3,1941,22,10,9
38680,3,1960,5,7,6
38681,3,1758,5,9,8
38682,3,1871,5,9,8
38683,3,1773,5,8,7
38684,3,1755,5,8,7
38685,3,1939,5,8,7
38686,3,1771,5,11,10
38687,3,1965,5,2,1
38688,3,1899,5,9,8
38689,3,2190,5,14,13
38690,3,1958,5,9,8
38691,3,1762,5,9,8
38692,3,2076,22,8,7
38693,3,2051,22,8,7
38694,3,2668,22,7,6
38695,3,2354,22,6,5
38696,3,2009,4,7,6
38697,3,1999,4,11,10
38698,3,1927,4,11,10
38699,3,1904,4,10,9
38700,3,1945,4,6,5
38701,3,1770,4,7,6
38702,3,1757,4,2,1
38703,3,1760,4,8,7
38704,3,1756,4,9,8
38705,3,2384,4,7,6
38706,3,2025,4,10,9
38707,3,1948,4,11,10
38708,3,1772,4,8,7
38709,3,1767,4,9,8
38710,3,1763,4,8,7
38711,3,1929,4,6,5
38712,3,1941,21,10,9
38713,3,1960,4,8,7
38714,3,1758,4,11,10
38715,3,1871,4,8,7
38716,3,1773,4,9,8
38717,3,1755,4,8,7
38718,3,1939,4,9,8
38719,3,1481,193,8,7
38720,3,1769,4,14,13
38721,3,1952,193,8,7
38722,3,1771,4,11,10
38723,3,1879,193,8,7
38724,3,1875,193,12,11
38725,3,1965,4,6,5
38726,3,1899,4,10,9
38727,3,2123,193,9,8
38728,3,2190,4,14,13
38729,3,1702,193,8,7
38730,3,1958,4,10,9
38731,3,1881,193,8,7
38732,3,1762,4,8,7
38733,3,1883,193,9,8
38734,3,1884,193,6,5
38735,3,1885,193,6,5
38736,3,1886,193,11,10
38737,3,2169,193,7,6
38738,3,1888,193,4,3
38739,3,1889,193,8,7
38740,3,1890,193,8,7
38741,3,1891,193,6,5
38742,3,2374,21,5,4
38743,3,1895,193,3,2
38744,3,2260,21,8,7
38745,3,1951,193,5,4
38746,3,2062,21,6,5
38747,3,1797,193,7,6
38748,3,2365,21,2,1
38749,3,2106,21,11,10
38750,3,1858,193,7,6
38751,3,1892,193,18,17
38752,3,2639,21,6,5
38753,3,1865,193,8,7
38754,3,2105,21,10,9
38755,3,1944,193,8,7
38756,3,1825,21,10,9
38757,3,2167,193,8,7
38758,3,2042,21,7,6
38759,3,2060,21,7,6
38760,3,1997,21,7,6
38761,3,2076,21,6,5
38762,3,2353,21,7,6
38763,3,2109,193,3,2
38764,3,2026,21,10,9
38765,3,2000,193,4,3
38766,3,2074,21,9,8
38767,3,1893,193,8,7
38768,3,2132,21,7,6
38769,3,1894,193,5,4
38770,3,2082,193,7,6
38771,3,2050,21,10,9
38772,3,1953,193,8,7
38773,3,2015,21,7,6
38774,3,2068,21,9,8
38775,3,2668,21,9,8
38776,3,1358,193,8,7
38777,3,2191,21,7,6
38778,3,2243,21,7,6
38779,3,2133,21,10,9
38780,3,1981,21,11,10
38781,3,2051,21,8,7
38782,3,2088,21,8,7
38783,3,1957,21,9,8
38784,3,2007,154,7,6
38785,3,1876,154,9,8
38786,3,2352,21,8,7
38787,3,1995,154,8,7
38788,3,2034,154,7,6
38789,3,2043,154,10,9
38790,3,2024,173,14,13
38791,3,1803,154,11,10
38792,3,1993,154,9,8
38793,3,1991,154,10,9
38794,3,1856,154,8,7
38795,3,2036,154,9,8
38796,3,2057,154,8,7
38797,3,1819,276,7,6
38798,3,1923,276,6,5
38799,3,2008,154,8,7
38800,3,1802,154,10,9
38801,3,2103,154,8,7
38802,3,1903,154,10,9
38803,3,1801,154,8,7
38804,3,2041,154,8,7
38805,3,1940,154,11,10
38806,3,2028,154,9,8
38807,3,2039,154,10,9
38808,3,1868,276,7,6
38809,3,2045,276,8,7
38810,3,1896,276,8,7
38811,3,2081,276,10,9
38812,3,1815,276,9,8
38813,3,1968,276,9,8
38814,3,2680,276,7,6
38815,3,1869,276,9,8
38816,3,1989,276,9,8
38817,3,1852,276,11,10
38818,3,1729,276,10,9
38819,3,2130,276,9,8
38820,3,1841,276,9,8
38821,3,2092,276,7,6
38822,3,1854,276,9,8
38823,3,1870,276,7,6
38824,3,2073,276,10,9
38825,3,2054,276,10,9
38826,3,2047,276,9,8
38827,3,1867,276,8,7
38833,3,1820,256,8,7
38835,3,2357,256,10,9
38837,3,1704,256,10,9
38839,3,1822,256,10,9
38842,3,1337,256,9,8
38843,3,2070,256,11,10
38847,3,1824,256,8,7
38851,3,1823,256,8,7
38853,3,1898,256,10,9
38855,3,1814,256,10,9
38857,3,1826,256,14,13
38859,3,1827,256,9,8
38861,3,1849,256,8,7
38863,3,1836,256,11,10
38865,3,1855,256,6,5
38868,3,2075,256,6,5
38870,3,2077,256,9,8
38873,3,1837,256,10,9
38875,3,1727,256,7,6
38877,3,1840,256,10,9
38878,3,1850,256,8,7
38879,3,1413,256,6,5
38880,3,1843,256,8,7
38881,3,1844,256,10,9
38882,3,1845,256,7,6
38883,3,2072,256,9,8
38884,3,2061,256,6,5
38885,3,1847,256,9,8
38886,3,1848,256,10,9
38887,3,1995,156,7,6
38888,3,2008,156,7,6
38889,3,2041,156,8,7
38890,3,1862,256,7,6
38891,3,1993,156,8,7
38892,3,1991,156,8,7
38893,3,1940,156,10,9
38894,3,1801,156,8,7
38895,3,2103,156,8,7
38896,3,2007,156,9,8
38897,3,2039,156,9,8
38898,3,1903,156,10,9
38899,3,1803,156,10,9
38900,3,1856,156,7,6
38901,3,2028,156,7,6
38902,3,2057,156,9,8
38903,3,1802,156,8,7
38904,3,1876,156,8,7
38905,3,2043,156,9,8
38906,3,2034,156,6,5
38907,3,1999,357,9,8
38908,3,1927,357,9,8
38909,3,1904,357,8,7
38910,3,1945,357,7,6
38911,3,1770,357,7,6
38912,3,1757,357,4,3
38913,3,1756,357,8,7
38914,3,2384,357,8,7
38915,3,2680,278,8,7
38916,3,2025,357,6,5
38917,3,1948,357,10,9
38918,3,1772,357,7,6
38919,3,1767,357,6,5
38920,3,1763,357,8,7
38921,3,1891,197,6,5
38922,3,1929,357,7,6
38923,3,1941,356,9,8
38924,3,1849,255,9,8
38925,3,1960,357,6,5
38926,3,1758,357,9,8
38927,3,1871,357,8,7
38928,3,1773,357,8,7
38929,3,1755,357,7,6
38930,3,1939,357,7,6
38932,3,1771,357,9,8
38933,3,1965,357,4,3
38934,3,1899,357,9,8
38936,3,1958,357,9,8
38937,3,1762,357,8,7
38938,3,1760,357,8,7
38939,3,1844,255,11,10
38940,3,2077,255,8,7
38941,3,1862,255,6,5
38942,3,1840,255,11,10
38943,3,2075,255,2,1
38944,3,1855,255,6,5
38945,3,1826,255,14,13
38946,3,1837,255,11,10
38947,3,2374,23,6,5
38948,3,1824,255,9,8
38949,3,2260,23,9,8
38950,3,1820,255,9,8
38951,3,1727,255,10,9
38952,3,2062,23,7,6
38953,3,1847,255,9,8
38954,3,1898,255,11,10
38955,3,1704,255,11,10
38956,3,1413,255,6,5
38957,3,1337,255,10,9
38958,3,2106,23,11,10
38959,3,1843,255,10,9
38960,3,1822,255,11,10
38961,3,1823,255,11,10
38962,3,2105,23,8,7
38963,3,1825,23,9,8
38964,3,2042,23,7,6
38965,3,2060,23,7,6
38966,3,1836,255,11,10
38967,3,2357,255,11,10
38968,3,1997,23,7,6
38969,3,2076,23,8,7
38970,3,2353,23,8,7
38971,3,2026,23,10,9
38972,3,1894,194,4,3
38973,3,2074,23,8,7
38974,3,1358,194,8,7
38975,3,2132,23,10,9
38976,3,1883,194,8,7
38977,3,2050,23,9,8
38978,3,1888,194,3,2
38979,3,2015,23,6,5
38980,3,1881,194,9,8
38981,3,2068,23,9,8
38982,3,1944,194,8,7
38983,3,2191,23,9,8
38984,3,2243,23,10,9
38985,3,2109,194,5,4
38986,3,2133,23,10,9
38987,3,1953,194,7,6
38988,3,1981,23,10,9
38989,3,2051,23,9,8
38990,3,1797,194,5,4
38991,3,2088,23,8,7
38992,3,1957,23,9,8
38993,3,1885,194,6,5
38994,3,2352,23,8,7
38995,3,1891,194,3,2
38996,3,2668,23,9,8
38997,3,1789,115,11,10
38998,3,2639,23,7,6
38999,3,1702,194,8,7
39000,3,1951,194,5,4
39002,3,1952,194,7,6
39004,3,2167,194,7,6
39006,3,1879,194,6,5
39008,3,1893,194,10,9
39010,3,1481,194,9,8
39012,3,1858,194,7,6
39014,3,1865,194,8,7
39017,3,1875,194,10,9
39019,3,1889,194,9,8
39020,3,2169,194,7,6
39021,3,1791,115,11,10
39023,3,2123,194,10,9
39024,3,1884,194,5,4
39026,3,1890,194,7,6
39029,3,1886,194,11,10
39030,3,1895,194,2,1
39032,3,1892,194,14,13
39034,3,2000,194,2,1
39036,3,2082,194,5,4
39041,3,1775,115,10,9
39042,3,1789,117,8,7
39043,3,1791,117,10,9
39044,3,2116,115,10,9
39045,3,1775,117,8,7
39046,3,1777,115,10,9
39047,3,2116,117,8,7
39048,3,1777,117,7,6
39049,3,2084,115,9,8
39050,3,2084,117,8,7
39051,3,2083,117,7,6
39052,3,1351,115,9,8
39053,3,1778,115,9,8
39054,3,1351,117,8,7
39055,3,1778,117,7,6
39056,3,2013,115,10,9
39057,3,2013,117,9,8
39058,3,1779,115,11,10
39059,3,1779,117,9,8
39060,3,1780,117,9,8
39061,3,2255,117,10,9
39062,3,1780,115,10,9
39063,3,1787,117,6,5
39064,3,2255,115,10,9
39065,3,2036,156,8,7
39066,3,1909,117,9,8
39067,3,1787,115,10,9
39068,3,1956,117,8,7
39069,3,1909,115,10,9
39070,3,1774,117,7,6
39071,3,1956,115,9,8
39072,3,1901,117,9,8
39073,3,1774,115,10,9
39074,3,2052,117,10,9
39075,3,1901,115,10,9
39076,3,1788,117,9,8
39077,3,2052,115,10,9
39079,3,1788,115,10,9
39081,3,1789,116,11,10
39082,3,1791,116,11,10
39083,3,1775,116,10,9
39084,3,2116,116,9,8
39085,3,1777,116,9,8
39086,3,2084,116,9,8
39087,3,2083,116,8,7
39088,3,1351,116,8,7
39089,3,2053,75,9,8
39090,3,1778,116,8,7
39091,3,2013,116,10,9
39093,3,1779,116,10,9
39095,3,1780,116,10,9
39096,3,2032,75,9,8
39097,3,2255,116,11,10
39098,3,1787,116,9,8
39099,3,1962,75,9,8
39100,3,1744,75,6,5
39101,3,1909,116,10,9
39102,3,1754,75,9,8
39103,3,1857,75,9,8
39104,3,1956,116,9,8
39105,3,1774,116,10,9
39106,3,2111,75,9,8
39107,3,1901,116,9,8
39108,3,2052,116,10,9
39109,3,2004,75,8,7
39110,3,1788,116,10,9
39112,3,2033,75,8,7
39114,3,1949,75,6,5
39115,3,2053,76,10,9
39116,3,1692,75,8,7
39117,3,1930,76,10,9
39118,3,1766,75,3,2
